name,company,year,selling_price,km_driven,fuel,transmission,owner
Maruti Baleno Zeta Automatic,Maruti,2016,650000,50000,Petrol,Automatic,First Owner
Maruti Swift ZXI ABS,Maruti,2011,325000,58000,Petrol,Manual,Third Owner
Maruti Swift Dzire VXi,Maruti,2012,420000,120000,Petrol,Automatic,First Owner
Maruti Swift LXI Option,Maruti,2014,400000,50000,Petrol,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2010,254999,80000,Petrol,Manual,Fourth & Above Owner
Maruti Zen LXI,Maruti,2003,65000,60000,Petrol,Manual,Fourth & Above Owner
Maruti Celerio LXI,Maruti,2017,351000,36000,Petrol,Manual,First Owner
Toyota Innova 2.5 V,Toyota,2007,404000,120000,Diesel,Manual,Third Owner
Maruti Ritz LDi,Maruti,2011,185000,185000,Diesel,Manual,Third Owner
Nissan Micra Diesel XV,Nissan,2011,250000,50000,Diesel,Manual,First Owner
Maruti Zen LXI,Maruti,2002,60000,100000,Petrol,Manual,Fourth & Above Owner
Hyundai Verna 1.6 SX,Hyundai,2013,500000,50000,Petrol,Manual,Second Owner
Maruti Zen Estilo LXI,Maruti,2007,85000,80000,Petrol,Manual,Second Owner
Hyundai Santro Xing XL,Hyundai,2005,85000,60000,Petrol,Manual,Second Owner
Maruti Alto LX,Maruti,2005,85000,80000,Petrol,Manual,Fourth & Above Owner
Maruti Swift Dzire ZDi,Maruti,2011,265000,90000,Diesel,Manual,Fourth & Above Owner
Maruti A-Star Vxi,Maruti,2010,130000,162000,Petrol,Manual,Second Owner
Maruti Ertiga VDI,Maruti,2013,480000,110000,Diesel,Manual,Third Owner
Maruti Swift Ldi BSIII,Maruti,2008,170000,120000,Diesel,Manual,Third Owner
Nissan Micra Diesel XV,Nissan,2011,275000,45000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2005,89000,90000,Petrol,Manual,Second Owner
Ford Figo Diesel Titanium,Ford,2010,170000,90000,Diesel,Manual,Second Owner
Mahindra XUV300 W8 Option,Mahindra,2019,1090000,16500,Petrol,Manual,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2017,1100000,67000,Diesel,Automatic,First Owner
Maruti Swift VXI BSIV,Maruti,2018,610000,52000,Petrol,Manual,First Owner
Datsun GO T Option,Datsun,2016,335000,40000,Petrol,Manual,First Owner
Hyundai Grand i10 Asta,Hyundai,2015,434999,40000,Petrol,Manual,First Owner
Toyota Fortuner 2.8 2WD,Toyota,2018,3000000,35000,Diesel,Manual,First Owner
Renault KWID RXL,Renault,2018,390000,13000,Petrol,Manual,First Owner
Honda Brio 1.2 VX,Honda,2012,325000,40000,Petrol,Manual,First Owner
Volkswagen Ameo 1.2 MPI,Volkswagen,2019,640000,10000,Petrol,Manual,First Owner
Nissan Sunny XV Special,Nissan,2012,450000,9000,Petrol,Manual,First Owner
Toyota Etios Liva GD,Toyota,2013,400000,70000,Diesel,Manual,Second Owner
Hyundai i10 Sportz,Hyundai,2009,215000,60000,Petrol,Manual,First Owner
Renault Duster 85PS Diesel,Renault,2014,570000,40000,Diesel,Manual,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2012,680000,93000,Diesel,Manual,First Owner
Toyota Innova 2.5 V,Toyota,2008,325000,80000,Diesel,Manual,Fourth & Above Owner
Tata Indigo CS eGLX,Tata,2011,150000,50000,Petrol,Manual,Second Owner
Hyundai Elantra SX AT,Hyundai,2013,690000,68000,Petrol,Automatic,First Owner
Mercedes-Benz New C-Class 220,Mercedes-Benz,2013,1550000,25000,Diesel,Automatic,First Owner
Tata Nano STD,Tata,2012,64000,18000,Petrol,Manual,First Owner
Nissan Micra Diesel XL,Nissan,2013,250000,120000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2005,65000,35000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2016,550000,60000,Diesel,Manual,Second Owner
Hyundai i10 Magna,Hyundai,2010,140000,70000,Petrol,Manual,Fourth & Above Owner
Renault KWID RXT,Renault,2016,300000,30000,Petrol,Manual,First Owner
Volkswagen GTI 1.8 TSI,Volkswagen,2016,800000,70000,Petrol,Automatic,First Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Hyundai i10 Magna,Hyundai,2010,150000,106000,Petrol,Manual,Third Owner
Toyota Etios Liva Diesel,Toyota,2012,265000,162000,Diesel,Manual,Third Owner
Honda CR-V 2.4L 4WD,Honda,2009,500000,120000,Petrol,Automatic,Second Owner
Maruti Swift Dzire VDI,Maruti,2015,480000,90000,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2014,535000,70000,Diesel,Manual,Third Owner
Toyota Innova 2.5 G1,Toyota,2005,250000,240000,Diesel,Manual,Third Owner
Maruti SX4 Celebration Diesel,Maruti,2012,300000,100000,Diesel,Manual,Second Owner
Hyundai Verna XXi ABS,Hyundai,2009,340000,214000,Petrol,Manual,Second Owner
Hyundai Verna CRDi SX,Hyundai,2009,340000,214000,Diesel,Manual,Second Owner
Maruti Alto 800 VXI,Maruti,2016,240000,50000,Petrol,Manual,First Owner
Honda City i-VTEC CVT,Honda,2018,1085000,1000,Petrol,Automatic,First Owner
Maruti Swift Dzire AMT,Maruti,2017,750000,19000,Diesel,Automatic,First Owner
Tata Indigo LS,Tata,2012,95000,265000,Diesel,Manual,Second Owner
Maruti Eeco CNG 5,Maruti,2020,409999,35000,CNG,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2014,215000,80000,Petrol,Manual,Second Owner
Mahindra XUV500 AT W10,Mahindra,2016,1290000,50000,Diesel,Automatic,First Owner
Maruti Alto K10 LXI,Maruti,2010,150000,80000,Petrol,Manual,First Owner
Hyundai EON Sportz,Hyundai,2013,219000,50000,Petrol,Manual,Second Owner
Tata Tiago 1.2 Revotron,Tata,2018,325000,100000,Petrol,Manual,First Owner
Maruti Eeco Smiles 5,Maruti,2013,260000,120000,Petrol,Manual,Second Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Honda Amaze S CVT,Honda,2019,700000,40000,Diesel,Automatic,First Owner
Hyundai Creta 1.4 CRDi,Hyundai,2017,950000,45000,Diesel,Manual,First Owner
Maruti Alto LXi BSIII,Maruti,2010,160000,80000,Petrol,Manual,Second Owner
Hyundai Xcent 1.1 CRDi,Hyundai,2015,409999,135000,Diesel,Manual,Second Owner
Toyota Innova 2.5 G,Toyota,2015,840000,120000,Diesel,Manual,Second Owner
Toyota Etios Liva Diesel,Toyota,2013,450000,67000,Diesel,Manual,First Owner
Maruti Swift Dzire ZDI,Maruti,2017,900000,50000,Diesel,Manual,First Owner
Toyota Innova 2.5 V,Toyota,2008,570000,134000,Diesel,Manual,Second Owner
Nissan Micra Diesel XV,Nissan,2011,254999,110000,Diesel,Manual,Second Owner
Maruti 800 AC BSIII,Maruti,2009,130000,40000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2013,530000,120000,Diesel,Manual,Second Owner
Volkswagen Polo 1.5 TDI,Volkswagen,2015,520000,110000,Diesel,Manual,Second Owner
Mahindra Verito 1.5 D2,Mahindra,2011,229999,170000,Diesel,Manual,Second Owner
Maruti 800 AC BSIII,Maruti,2004,81000,80000,Petrol,Manual,Second Owner
Maruti Swift VDI Optional,Maruti,2016,600000,47000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 Kappa,Hyundai,2015,409999,93000,Petrol,Manual,First Owner
Maruti 800 Std,Maruti,2010,120000,70000,Petrol,Manual,Second Owner
Maruti Celerio VXI,Maruti,2014,320000,50000,Petrol,Manual,First Owner
Ford Figo Diesel EXI,Ford,2015,292000,70000,Diesel,Manual,First Owner
Tata Safari DICOR 2.2,Tata,2012,390000,80000,Diesel,Manual,First Owner
Ford Figo 1.2P Titanium,Ford,2016,550000,44000,Petrol,Manual,First Owner
Maruti Celerio ZXI,Maruti,2014,385000,25000,Petrol,Manual,First Owner
Hyundai Creta 1.6 VTVT,Hyundai,2016,800000,25000,Petrol,Manual,First Owner
Maruti Swift Dzire VXI,Maruti,2019,675000,10000,Petrol,Manual,First Owner
Tata Hexa XT,Tata,2018,1525000,50000,Diesel,Manual,First Owner
Ford EcoSport 1.5 Diesel,Ford,2018,950000,30000,Diesel,Manual,First Owner
Hyundai i20 Active 1.4,Hyundai,2015,610000,50000,Diesel,Manual,Second Owner
Hyundai i20 Asta 1.4,Hyundai,2012,525000,120000,Diesel,Manual,First Owner
Honda Amaze S CVT,Honda,2019,700000,40000,Diesel,Automatic,First Owner
Mahindra Bolero 2011-2019 SLE,Mahindra,2015,375000,80000,Diesel,Manual,First Owner
Nissan Terrano XL Plus,Nissan,2015,580000,90000,Diesel,Manual,First Owner
Maruti Swift VXI Windsong,Maruti,2015,434999,50000,Petrol,Manual,Second Owner
Datsun RediGO 1.0 S,Datsun,2020,350000,2136,Petrol,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2012,730000,250000,Diesel,Manual,First Owner
Hyundai i20 Magna 1.2,Hyundai,2015,600000,35000,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2015,1050000,120000,Diesel,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2017,735000,70000,Diesel,Manual,First Owner
Renault Duster 110PS Diesel,Renault,2018,1050000,18000,Diesel,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi,Chevrolet,2016,420000,110000,Diesel,Manual,Second Owner
Maruti SX4 S Cross,Maruti,2017,800000,60000,Diesel,Manual,First Owner
Toyota Fortuner 4x2 AT,Toyota,2015,2000000,60000,Diesel,Automatic,First Owner
Maruti Swift Dzire VDI,Maruti,2016,600000,147000,Diesel,Manual,Second Owner
Toyota Fortuner 4x2 AT,Toyota,2015,1900000,130000,Diesel,Automatic,First Owner
Chevrolet Captiva LT,Chevrolet,2011,500000,99500,Diesel,Manual,Third Owner
Tata Indica Vista Aqua,Tata,2011,200000,110000,Diesel,Manual,Second Owner
Nissan Micra Active XL,Nissan,2016,370000,35000,Petrol,Manual,First Owner
Hyundai Verna Transform CRDi,Hyundai,2010,260000,110000,Diesel,Manual,Second Owner
Mahindra KUV 100 mFALCON,Mahindra,2016,280000,100000,Diesel,Manual,First Owner
Maruti Ertiga VXI,Maruti,2014,610000,21000,Petrol,Manual,First Owner
Ford Fiesta Titanium 1.5,Ford,2013,300000,60000,Diesel,Manual,Second Owner
Tata Indigo CS LX,Tata,2010,140000,40000,Diesel,Manual,First Owner
Hyundai i10 Magna 1.1L,Hyundai,2008,229999,50000,Petrol,Manual,First Owner
Maruti A-Star Vxi,Maruti,2010,200000,65000,Petrol,Manual,Second Owner
Maruti Wagon R VXI,Maruti,2011,200000,80000,Petrol,Manual,First Owner
Hyundai Verna 1.6 CRDi,Hyundai,2015,560000,119000,Diesel,Manual,First Owner
Maruti Ertiga SHVS VDI,Maruti,2016,750000,80000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2017,585000,90000,Diesel,Manual,First Owner
Hyundai Verna 1.6 VTVT,Hyundai,2016,760000,20000,Petrol,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2014,430000,80000,Diesel,Manual,Second Owner
Mahindra KUV 100 D75,Mahindra,2020,480000,44665,Diesel,Manual,First Owner
Kia Seltos HTE D,Kia,2019,643000,10000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 VTVT,Hyundai,2018,500000,60000,Petrol,Manual,First Owner
Honda Brio 1.2 S,Honda,2016,425000,22000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2014,250000,25000,Petrol,Manual,First Owner
Maruti Celerio LDi,Maruti,2016,285000,70000,Diesel,Manual,First Owner
Maruti Swift Dzire VXi,Maruti,2008,160000,123000,Petrol,Manual,Third Owner
Volkswagen Vento Diesel Trendline,Volkswagen,2011,250000,70000,Diesel,Manual,Second Owner
Chevrolet Beat LS,Chevrolet,2013,170000,70000,Petrol,Manual,Second Owner
Toyota Etios Liva GD,Toyota,2013,409999,45000,Diesel,Manual,First Owner
Hyundai Grand i10 AT,Hyundai,2015,400000,40000,Petrol,Automatic,First Owner
Maruti Swift Dzire VDI,Maruti,2019,700000,30000,Diesel,Manual,First Owner
Honda Civic 1.8 V,Honda,2007,350000,90000,Petrol,Automatic,First Owner
Maruti Ertiga BSIV VXI,Maruti,2016,660000,34000,Petrol,Manual,Second Owner
Maruti Alto 800 VXI,Maruti,2017,268000,25000,Petrol,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2016,270000,50000,Petrol,Manual,First Owner
Chevrolet Beat Diesel LT,Chevrolet,2013,300000,50000,Diesel,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2017,450000,90000,Petrol,Manual,First Owner
Chevrolet Beat Diesel LT,Chevrolet,2012,220000,70000,Diesel,Manual,Second Owner
Tata New Safari DICOR,Tata,2009,250000,146000,Diesel,Manual,Second Owner
Ford Figo Petrol EXI,Ford,2012,300000,85000,Petrol,Manual,Second Owner
Tata Indica V2 2001-2011,Tata,2009,88000,201850,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2016,561000,30000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2018,755000,15000,Diesel,Manual,First Owner
Datsun RediGO S,Datsun,2017,235000,25000,Petrol,Manual,First Owner
Maruti Alto K10 LXI,Maruti,2011,165000,90000,Petrol,Manual,First Owner
Maruti Swift Dzire LDi,Maruti,2008,190000,80000,Diesel,Manual,Second Owner
Tata Indica V2 DLX,Tata,2011,110000,50000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 DI,Mahindra,2012,320000,80000,Diesel,Manual,Second Owner
Maruti Swift VDI BSIV,Maruti,2010,330000,110000,Diesel,Manual,Second Owner
Hyundai i20 Asta Option,Hyundai,2016,540000,38000,Petrol,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2013,180000,60000,Petrol,Manual,First Owner
Maruti Eeco 7 Seater,Maruti,2016,270000,100000,Petrol,Manual,Third Owner
Maruti Swift Dzire 1.2,Maruti,2012,450000,30000,Petrol,Manual,First Owner
Maruti Swift Dzire VXI,Maruti,2014,450000,30000,Petrol,Manual,First Owner
Chevrolet Beat LT,Chevrolet,2015,200000,50000,Petrol,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2017,425000,42000,Petrol,Manual,First Owner
Chevrolet Sail 1.2 LS,Chevrolet,2016,400000,30000,Petrol,Manual,First Owner
Maruti Alto LXi BSIII,Maruti,2009,125000,60000,Petrol,Manual,Third Owner
Jeep Compass 2.0 Longitude,Jeep,2018,1600000,14000,Diesel,Manual,First Owner
Honda City i VTEC,Honda,2015,900000,22000,Petrol,Manual,First Owner
Volkswagen Vento Diesel Highline,Volkswagen,2012,450000,90000,Diesel,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2011,210000,46000,Petrol,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2018,801000,20000,Petrol,Manual,First Owner
Tata Venture EX 7,Tata,2014,317000,15000,Diesel,Manual,First Owner
Maruti Ertiga VXI,Maruti,2015,600000,40000,Petrol,Manual,Second Owner
Hyundai i20 Magna,Hyundai,2014,330000,30000,Petrol,Manual,Second Owner
Hyundai EON Magna Plus,Hyundai,2017,320000,15000,Petrol,Manual,Second Owner
Maruti Estilo LXI,Maruti,2010,160000,50000,Petrol,Manual,First Owner
Hyundai Getz GLX,Hyundai,2007,120000,110000,Petrol,Manual,Second Owner
Maruti Alto LXi,Maruti,2009,130000,70000,Petrol,Manual,Second Owner
Chevrolet Sail 1.2 LS,Chevrolet,2015,220000,80000,Petrol,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2008,229999,50000,Diesel,Manual,Third Owner
Tata Zest Revotron 1.2T,Tata,2015,340000,110000,Petrol,Manual,First Owner
Ford Classic 1.4 Duratorq,Ford,2013,200000,70000,Diesel,Manual,Second Owner
Maruti Alto LXI,Maruti,2002,140000,50000,Petrol,Manual,Second Owner
Toyota Innova 2.5 G,Toyota,2013,1000000,190000,Diesel,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2010,495000,100000,Diesel,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2015,236000,60000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2015,390000,40000,Petrol,Manual,First Owner
Maruti Swift Dzire VDi,Maruti,2009,275000,90000,Diesel,Manual,Second Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Maruti Vitara Brezza ZDi,Maruti,2017,775000,32000,Diesel,Manual,First Owner
Toyota Innova Crysta 2.8,Toyota,2016,1800000,30000,Diesel,Automatic,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2016,850000,58000,Diesel,Manual,First Owner
Maruti Vitara Brezza VDi,Maruti,2018,750000,5000,Diesel,Manual,First Owner
Hyundai i20 1.2 Spotz,Hyundai,2018,570000,25000,Petrol,Manual,First Owner
Hyundai Grand i10 1.2,Hyundai,2018,580000,32000,Petrol,Manual,First Owner
Honda Jazz 1.2 VX,Honda,2016,484999,30000,Petrol,Manual,First Owner
Honda BR-V i-VTEC S,Honda,2017,700000,43000,Petrol,Manual,First Owner
Hyundai Verna S,Hyundai,2012,415000,60000,Petrol,Manual,First Owner
Nissan Micra XV CVT,Nissan,2015,325000,50000,Petrol,Automatic,First Owner
Ford Figo Aspire 1.2,Ford,2018,550000,14200,Petrol,Manual,First Owner
Hyundai EON Sportz,Hyundai,2017,300000,10000,Petrol,Manual,First Owner
Datsun RediGO T Option,Datsun,2018,217000,25000,Petrol,Manual,First Owner
Ford Freestyle Titanium Petrol,Ford,2018,700000,19100,Petrol,Manual,First Owner
Hyundai Santro Sportz AMT,Hyundai,2019,466000,25000,Petrol,Automatic,Fourth & Above Owner
Ford EcoSport 1.5 Diesel,Ford,2014,484999,54000,Diesel,Manual,First Owner
Nissan Sunny XL D,Nissan,2018,670000,35000,Diesel,Manual,First Owner
Hyundai Grand i10 1.2,Hyundai,2018,500000,20000,Petrol,Manual,Second Owner
Maruti SX4 S Cross,Maruti,2016,675000,52000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi,Hyundai,2011,220000,120000,Diesel,Manual,Second Owner
Jeep Compass 2.0 Limited,Jeep,2017,1650000,50000,Diesel,Manual,First Owner
Maruti Ertiga ZDI,Maruti,2013,630000,120000,Diesel,Manual,Second Owner
Tata Manza Aura Quadrajet,Tata,2010,250000,90000,Diesel,Manual,Second Owner
Maruti Wagon R LXI,Maruti,2004,120000,120000,Petrol,Manual,Third Owner
Skoda Rapid 1.5 TDI,Skoda,2015,300000,101500,Diesel,Manual,Second Owner
Hyundai Verna 1.6 CRDi,Hyundai,2013,525000,75000,Diesel,Automatic,First Owner
Maruti Alto K10 LXI,Maruti,2011,204999,97500,Petrol,Manual,First Owner
Maruti Alto K10 LXI,Maruti,2011,204999,97500,Petrol,Manual,First Owner
Mahindra Scorpio 1.99 S10,Mahindra,2016,1100000,100000,Diesel,Manual,First Owner
Renault Duster 110PS Diesel,Renault,2012,480000,55735,Diesel,Manual,Second Owner
Mahindra XUV500 W4,Mahindra,2014,605000,80000,Diesel,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2016,250000,50000,Petrol,Manual,Second Owner
Ford Figo Diesel Celebration,Ford,2013,245000,70000,Diesel,Manual,Second Owner
Hyundai i10 Magna 1.2,Hyundai,2012,210000,76000,Petrol,Manual,Fourth & Above Owner
Maruti Swift Dzire VXI,Maruti,2020,730000,1500,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,500000,76000,Diesel,Manual,First Owner
Maruti Wagon R VXI,Maruti,2015,400000,40000,Petrol,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2015,280000,60000,Petrol,Manual,Second Owner
Toyota Innova 2.5 G,Toyota,2009,561000,170000,Diesel,Manual,Third Owner
Mitsubishi Pajero Sport 4X4,Mitsubishi,2013,950000,181491,Diesel,Manual,First Owner
Chevrolet Beat Diesel LS,Chevrolet,2016,375000,53319,Diesel,Manual,First Owner
Volkswagen Ameo 1.5 TDI,Volkswagen,2017,700000,40906,Diesel,Manual,First Owner
Toyota Etios VX,Toyota,2012,375000,31711,Petrol,Manual,Second Owner
Hyundai EON Era Plus,Hyundai,2012,270000,43755,Petrol,Manual,Second Owner
Renault KWID RXT,Renault,2016,300000,66693,Petrol,Manual,First Owner
Maruti Zen Estilo VXI,Maruti,2010,225000,59549,Petrol,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2015,1350000,94385,Diesel,Manual,First Owner
Maruti Zen Estilo LXI,Maruti,2010,200000,73730,Petrol,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2011,400000,221889,Diesel,Manual,First Owner
Honda Amaze VX i-DTEC,Honda,2013,500000,116104,Diesel,Manual,First Owner
Maruti Swift VXI BSIV,Maruti,2015,500000,150546,Petrol,Manual,First Owner
Toyota Fortuner 2.8 2WD,Toyota,2013,1500000,148120,Diesel,Manual,First Owner
Ford Ecosport 1.5 Ti,Ford,2015,555000,20000,Petrol,Manual,Second Owner
Hyundai Grand i10 1.2,Hyundai,2018,580000,30000,Petrol,Automatic,First Owner
Tata Aria Pride,Tata,2011,337000,142000,Diesel,Manual,Third Owner
Tata Sumo CX 10,Tata,2011,175000,20000,Diesel,Manual,First Owner
Tata Manza Aura Plus,Tata,2009,180000,120000,Diesel,Manual,Second Owner
Hyundai i10 Sportz 1.1L,Hyundai,2011,200000,80000,Petrol,Manual,First Owner
Tata Indigo CS LX,Tata,2016,260000,60000,Diesel,Manual,First Owner
Renault KWID 1.0 RXT,Renault,2016,350000,25000,Petrol,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2011,409999,50000,Diesel,Manual,Second Owner
Mahindra TUV 300 T8,Mahindra,2017,655000,126000,Diesel,Manual,First Owner
